Pathway	test.results.p.value	test.results.p.adj	test.results.vote.rank	test.results.avg.rank	test.results.med.rank	test.results.min.pvalue	test.results.min.rank	test.results.avg.logfc	test.results.avg.logfc.dir	test.results.direction	test.results.significance	Big_pathway
GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP	1.1878723234016675e-9	1.1515655806138261e-7	10295	4271.45	6647	5.93936162035956e-11	56	0.8081950527918569	-0.04120221894007858	-0.2	15.637759608314795	gmtcustom
GNF2_FEN1	1.2760103110196547e-9	1.2173745991085135e-7	625	4546.4	7588.5	6.380051558965257e-11	31	0.7849385964499845	-0.11318795598199509	-0.2	15.417338762693992	gmtcustom
FURUKAWA_DUSP6_TARGETS_PCI35_DN	1.275900794287319e-9	1.2173745991085135e-7	9710	5788.8	6811.5	6.379503975302912e-11	43	0.7194877592055402	0.1408888014993119	0.2	14.59412117411072	gmtcustom
GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_UP	1.4838381438669177e-9	1.404505380112143e-7	7285	4070.5	5011.5	7.419190724563821e-11	51	0.9201028113751104	0.9357268104353188	1	18.931381685963512	gmtcustom
GSE35543_IN_VITRO_ITREG_VS_CONVERTED_EX_ITREG_UP	1.650026381844906e-9	1.5496068075123136e-7	90	4057.35	5183	8.250131915690685e-11	50	0.9248869703631108	0.22029457784988063	0.2	18.420903390170203	gmtcustom
GO_HYDROGEN_TRANSPORT	1.7860590261851863e-9	1.6643577948660562e-7	580	5287.55	4219.5	8.9302951385022e-11	36	0.7284782096693767	-0.31665684326240295	-0.6	10.428617771106067	gmtcustom
GO_MITOCHONDRION	1.9369812789537737e-9	1.7911116887925625e-7	5280	5581.1	5546.5	1.2913208538031046e-10	37	0.6367060688398327	-0.13072436133558263	-0.2	10.025508012717541	gmtcustom
GNF2_CKS1B	1.974564630580055e-9	1.811926826275026e-7	6115	5154.1	5995.5	9.872823162160179e-11	46	0.8161663117802214	0.813218058003106	1	14.83955972255299	gmtcustom
GO_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2.1579070867399858e-9	1.950391059376043e-7	215	4409.45	2817	1.0789535444759268e-10	39	0.709328650591655	-0.028729361826436494	-0.2	10.728099956545236	gmtcustom
LE_EGR2_TARGETS_UP	2.142311455386323e-9	1.950391059376043e-7	6680	4476.3	6486	1.0711557287831683e-10	65	0.9452897526258919	0.21354073392857412	0.2	17.570190435383374	gmtcustom
GSE14415_INDUCED_TREG_VS_TCONV_UP	2.264377682425679e-9	2.0313495612267975e-7	6675	3814.05	3023	1.1321888424305958e-10	66	0.9887487090407613	0.2778459684382365	0.2	14.915750105745296	gmtcustom
GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_DN	2.4265412723006174e-9	2.1607001951352388e-7	9930	3439.65	4432	1.2132706375487332e-10	29	0.9641128474072952	0.1708096242007602	0.2	19.805617133312314	gmtcustom
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_DN	2.4578636926129917e-9	2.1724984888897627e-7	7810	4477.2	7294	1.228931847741258e-10	68	0.854279966070987	0.5226937895730845	0.6	13.246923960906937	gmtcustom
KEGG_HUNTINGTONS_DISEASE	2.5808808098273752e-9	2.264581621528093e-7	55	3307.7	5073.5	1.2904404064956607e-10	42	0.6357912464699865	-0.2479647811456566	-0.6	11.309547606856473	gmtcustom
KAMMINGA_EZH2_TARGETS	3.044499660525648e-9	2.652023943418755e-7	4050	5137.7	6021.5	1.5222498324642055e-10	48	0.9260742410077623	-0.03234897958567897	-0.2	15.22375987993364	gmtcustom
EGUCHI_CELL_CYCLE_RB1_TARGETS	3.1352616483854327e-9	2.711437429873474e-7	4080	5770.55	9141	1.5676308265273062e-10	21	0.7773584878502616	-0.0011814546477195598	-0.2	14.339996935337	gmtcustom
HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP	3.3714266515358535e-9	2.894851412722321e-7	8045	3522.45	2454	1.685713328467478e-10	69	0.8657432381916237	0.48106435270805514	0.6	15.922324267471648	gmtcustom
AZARE_STAT3_TARGETS	3.4492366696438853e-9	2.9406577309070315e-7	440	6883.45	8084	1.7246183376475402e-10	2	0.4950176092465031	-0.20912058274847237	-0.2	9.859997494882304	gmtcustom
LINDGREN_BLADDER_CANCER_CLUSTER_1_DN	3.487411740452196e-9	2.9522659529560456e-7	9700	3222.95	1224.5	1.7437058731145798e-10	70	0.9016536167576584	0.20452601593866324	0.2	18.474172882232143	gmtcustom
CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_DN	3.5971379643372238e-9	3.023859823027816e-7	8355	5072.75	5551	1.798568985241723e-10	11	0.7308333111816657	0.45452218038791425	0.6	10.788973717060195	gmtcustom
GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN	3.683251836879512e-9	3.0747479396617095e-7	5450	4138.6	3773	1.841625921661765e-10	59	1.020471415720248	0.7175164638384167	0.6	14.40565341897021	gmtcustom
GO_OXIDOREDUCTASE_ACTIVITY	3.87609861484997e-9	3.2134194102835516e-7	3810	1337.95	1273	1.938049310993224e-10	1	0.7030531626722024	-0.12984404025223467	-0.2	20.161542594820993	gmtcustom
WHITFIELD_CELL_CYCLE_G2_M	4.000071477631939e-9	3.2934835090831193e-7	10880	4325.35	5137	2.0000357426161085e-10	73	0.7772107853950849	-0.018723146393647916	-0.2	12.344840232233219	gmtcustom
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR	4.6182579989802144e-9	3.776604041206881e-7	10	3034.35	3232	2.309129004555581e-10	10	0.5953762233120807	-0.13859061860872324	-0.2	16.0472004020057	gmtcustom
SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6	4.96622444150014e-9	4.0337151358968367e-7	10620	4472.55	6038.5	2.4831122266076287e-10	30	0.7870989884757079	0.194444279835527	0.2	11.815572929925027	gmtcustom
GSE45365_WT_VS_IFNAR_KO_CD11B_DC_MCMV_INFECTION_DN	5.084874022909658e-9	4.1023671563353686e-7	7490	4377.05	4954	2.542437017595618e-10	76	1.0971203797627807	0.7931982334283492	0.6	16.504001776972665	gmtcustom
GO_SINGLE_ORGANISM_BIOSYNTHETIC_PROCESS	5.253378567801306e-9	4.210057584235967e-7	5595	2884.9	2827.5	2.626689290455177e-10	2	0.7134247830618539	0.14620553883519388	0.2	8.13797189617655	gmtcustom
GNF2_RFC3	5.380346302317117e-9	4.2832544966989446e-7	55	4748.85	6035.5	2.690173158033733e-10	52	0.6967675021241384	0.10164897345332392	-0.2	14.518407726439937	gmtcustom
GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_COLON_TUMOR_UP	5.651470556295684e-9	4.469495234028317e-7	6720	3258.8	2633.5	2.8257352857333885e-10	26	1.0780965995337624	0.2848351099825336	0.2	25.047631309731155	gmtcustom
GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_YOUNG_DN	6.8537932905775914e-9	5.384931316734198e-7	6650	4067.65	5457.5	3.4268966564452366e-10	53	0.8193450401145256	0.8048916574312027	1	13.091402753902889	gmtcustom
MORI_LARGE_PRE_BII_LYMPHOCYTE_UP	7.195711819585952e-9	5.616860505405372e-7	3885	3860.1	4985	3.5978559220903164e-10	36	0.9865938361479428	0.2378042607576506	0.2	17.843520265511177	gmtcustom
GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	7.893175858384224e-9	6.121539806041081e-7	165	1833.65	1679.5	3.9465879439888895e-10	45	0.6522222487251967	-0.3369522691720041	-0.6	14.64449346510085	gmtcustom
MORI_PRE_BI_LYMPHOCYTE_UP	8.119253379200335e-9	6.256509286626103e-7	8260	4039.7	4814	4.059626705256703e-10	80	0.9263751784914607	0.1900480939854192	0.2	16.019592209040546	gmtcustom
GSE22313_HEALTHY_VS_SLE_MOUSE_CD4_TCELL_DN	8.329111161846007e-9	6.377340463474576e-7	8380	3310.25	4240	4.164555597399361e-10	81	0.8451063106317752	-0.1250367795159857	-0.2	17.54314590015425	gmtcustom
BIOCARTA_NDKDYNAMIN_PATHWAY	8.5149942189855e-9	6.478401614330677e-7	245	3630.7	2886	4.257497126712717e-10	2	0.572532753733679	-0.3572556611331345	-0.6	13.66509294450689	gmtcustom
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP	9.30179538553782e-9	7.032508322613216e-7	9855	4292.9	4717.5	4.650897713318217e-10	72	0.8846313099203134	-0.09213778068202627	-0.2	16.90611954742475	gmtcustom
GSE28726_NAIVE_VS_ACTIVATED_CD4_TCELL_DN	1.0996193641294959e-8	8.261577735125418e-7	2950	3002.85	2905.5	5.498096849365106e-10	64	0.9187053206453033	0.5458733967650549	0.6	22.2529755869586	gmtcustom
ZHANG_TLX_TARGETS_60HR_DN	1.1134622253189886e-8	8.313620751900349e-7	85	4078.2	4182	5.567311156040164e-10	62	0.7497041970348723	0.18919873219345668	0.2	12.278044146887416	gmtcustom
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	1.151445210700702e-8	8.544149924588358e-7	775	5793.6	6898	5.75722608499187e-10	41	0.6487812173802874	0.37723806558244877	0.6	8.737068050027412	gmtcustom
GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_UP	1.3614192080451466e-8	1.0040257852705956e-6	60	4353.5	4362.5	6.807096084245453e-10	56	0.9078443576856124	0.22100909276858652	0.2	13.924894840670548	gmtcustom
GSE45365_WT_VS_IFNAR_KO_BCELL_MCMV_INFECTION_DN	1.3984158422759955e-8	1.0250217585365696e-6	6675	4755.1	5789.5	6.992079257824699e-10	37	0.7856389452999852	0.4718847270990123	0.6	11.749368461783178	gmtcustom
GO_RIBOSOME	1.4133119812359175e-8	1.0296620197840584e-6	950	5711.25	5913.5	7.066559953619053e-10	43	0.5026846263068572	0.3197539798998431	0.6	7.120924388246656	gmtcustom
KEGG_CARDIAC_MUSCLE_CONTRACTION	1.4402068646905241e-8	1.042935344605108e-6	75	4895.2	3851.5	7.201034372714792e-10	47	0.5908778802532796	-0.03192445655396411	-0.2	11.787571932995077	gmtcustom
KEGG_STEROID_BIOSYNTHESIS	1.4956618095445304e-8	1.0766078211098683e-6	3285	2382.8	1444.5	7.478309100851528e-10	2	0.6743048332508687	-0.10200948346792067	-0.2	16.68583411781799	gmtcustom
WHITFIELD_CELL_CYCLE_LITERATURE	1.5524680912658402e-8	1.1108463645896824e-6	760	3938.6	4504.5	7.762340513570434e-10	59	0.9433275358842508	0.13425324998664023	0.2	14.549150270358595	gmtcustom
WHITFIELD_CELL_CYCLE_G2	1.7483860564557744e-8	1.2436301056008795e-6	6195	3716.7	5565.5	8.741930354879162e-10	78	0.886724300517962	0.26021884307125204	0.2	15.118144088589892	gmtcustom
MISSIAGLIA_REGULATED_BY_METHYLATION_DN	1.8780068077059026e-8	1.3202058383293949e-6	5860	3313.75	2352.5	9.390034122293612e-10	70	0.8863998935959122	-0.09470669945521037	-0.2	14.561860071901865	gmtcustom
REACTOME_UNWINDING_OF_DNA	1.8725247063135023e-8	1.3202058383293949e-6	8005	6017.8	8450	9.362623614843314e-10	35	0.625972665700902	0.4052982044844026	0.6	14.167200039940765	gmtcustom
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	2.0433466306727807e-8	1.4280854562393892e-6	500	4669.35	6707	1.021673325252646e-9	21	0.5248087394586388	0.2823803802867011	0.6	12.875577603396003	gmtcustom
GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_DN	2.195336951258363e-8	1.525441935900392e-6	2565	3375.65	2950.5	1.0976684870755022e-9	75	0.8202186111103326	0.4982472507514163	0.6	13.503371673445022	gmtcustom
GO_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX	2.2932895372034917e-8	1.584346754409378e-6	235	4293.65	3287.5	1.1466447810922925e-9	3	0.4596060821879716	-0.17346327534303227	-0.6	12.295543375451036	gmtcustom
HALLMARK_E2F_TARGETS	2.3582610479185165e-8	1.6199232032587706e-6	2695	3638.3	2331.5	1.1791305371675733e-9	90	0.796895824308302	0.26052825841075733	0.2	12.24642171751682	gmtcustom
BURTON_ADIPOGENESIS_6	2.422615017427407e-8	1.654673586619026e-6	240	1906.7	2102.5	1.211307522652728e-9	48	0.7010299830829889	-0.07975203277107398	-0.2	15.215126546190994	gmtcustom
ZHENG_GLIOBLASTOMA_PLASTICITY_UP	2.5163726260189352e-8	1.7090008665182836e-6	6945	5542.6	8239	1.2581863280482812e-9	64	0.7801078564679629	0.1335035836790713	0.2	11.512557999445116	gmtcustom
VECCHI_GASTRIC_CANCER_EARLY_UP	2.6647503482129236e-8	1.7996047154981773e-6	10665	5493.95	8869.5	1.3323751909710844e-9	64	0.7643856859589759	0.5967177127631758	0.6	11.231673211396302	gmtcustom
GO_ER_NUCLEUS_SIGNALING_PATHWAY	3.1116183088677104e-8	2.089651602843505e-6	100	4222.6	1929.5	1.5558091774290082e-9	4	0.6344052459629131	0.11379511657999083	0.2	13.928367236408874	gmtcustom
REACTOME_G2_M_CHECKPOINTS	3.3438406775068216e-8	2.2331282657949724e-6	360	4755.5	6280.5	1.6719203653089309e-9	42	0.5709235081891533	0.27969448528556257	0.6	12.320105688671017	gmtcustom
WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN	3.478734104909079e-8	2.3103791533211072e-6	6375	4056.2	5960.5	1.7393670811958145e-9	49	0.7533484744290548	0.1947587206692099	0.2	12.24802728592234	gmtcustom
GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_DN	3.5164066713807e-8	2.3225672855311754e-6	9040	3872.9	4881	1.7582033650575017e-9	85	0.7980142887916943	0.7934379323842337	1	12.083769496565045	gmtcustom
GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_48H_UP	3.659009821715581e-8	2.403549566494153e-6	1200	4956.95	4853	1.8295049426551323e-9	5	0.6651824091396852	0.4099543471878474	0.6	11.28237385968585	gmtcustom
GO_OXIDOREDUCTASE_COMPLEX	3.883630887839386e-8	2.523520373119852e-6	15	2556.55	1701	1.9418154797408447e-9	10	0.5884455079114159	-0.24773619769375968	-0.6	15.989394816007268	gmtcustom
GNF2_SMC4L1	3.8785672316502585e-8	2.523520373119852e-6	800	4041.45	5155	1.9392836515529343e-9	69	0.7729226458543474	-0.0874759701426675	-0.2	12.529878934596086	gmtcustom
GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP	3.976445796982669e-8	2.5699384368563798e-6	6035	4189.95	5203.5	1.9882229360451286e-9	89	0.7950662292927844	-0.07692906128692678	-0.2	11.90477874316788	gmtcustom
GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_UP	4.2027588422490755e-8	2.701677221533483e-6	4440	3287.2	2961.5	2.101379463074598e-9	79	0.8358526260357028	-0.08560242805053844	-0.2	13.927931607190803	gmtcustom
MODULE_77	4.415700177396702e-8	2.793743780657145e-6	5	2899.35	4416.5	2.2078501350070764e-9	5	0.6589232059652828	-0.08367089918352852	-0.2	17.446326159153692	gmtcustom
NUYTTEN_EZH2_TARGETS_DN	4.4080883221909194e-8	2.793743780657145e-6	9320	4754.25	7026.5	2.204044207244665e-9	7	0.7153390576598737	-0.115380241004219	-0.2	7.939962257070188	gmtcustom
AFFAR_YY1_TARGETS_DN	4.413451753407674e-8	2.793743780657145e-6	4245	4600.1	4435.5	2.2067259229654097e-9	100	0.8365008554657766	0.17596251359618426	0.2	10.306097170803962	gmtcustom
BENPORATH_PROLIFERATION	4.584994874897747e-8	2.8856661461332887e-6	10720	4865.9	7647.5	2.292497487376551e-9	101	0.8128291101360913	0.502273519408871	0.6	9.664826537125922	gmtcustom
GO_NADH_DEHYDROGENASE_COMPLEX	4.8284884507976056e-8	3.0230864409915633e-6	10	3005.95	4016.5	2.414244280770272e-9	6	0.6171206322963143	-0.12981123296247835	-0.2	16.14864774604984	gmtcustom
REACTOME_CELL_CYCLE_MITOTIC	6.479616729562858e-8	4.035827601351043e-6	2530	4983.95	7561.5	3.2398084644968334e-9	64	0.7287663722807137	-0.048005014795189885	-0.2	9.744422985520078	gmtcustom
MODULE_118	6.593132507368509e-8	4.085363189230765e-6	2460	3052.05	1659	3.2965663569240758e-9	52	0.9284845641375056	-0.2625929090512084	-0.2	23.24037502801334	gmtcustom
GSE21670_STAT3_KO_VS_WT_CD4_TCELL_UP	7.751973115726642e-8	4.778793273033331e-6	11785	4181.1	3811	3.875986700584417e-9	3	0.8424072108352391	0.8429930462560277	1	16.356306025244013	gmtcustom
WU_APOPTOSIS_BY_CDKN1A_VIA_TP53	8.011224281475284e-8	4.913414647327265e-6	2135	5490.25	7752.5	4.005612293164464e-9	67	0.8802660252291411	-0.13411765012838966	-0.2	11.214351402888044	gmtcustom
MODULE_52	8.222374227787446e-8	5.0173177965600455e-6	7885	4962.65	6146	4.111187274461401e-9	102	0.8284531321804727	-0.19322389027809203	-0.2	12.138810000512901	gmtcustom
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H	8.342626202332507e-8	5.046830547304747e-6	50	2956.1	3459.5	4.171313266464864e-9	47	0.5727215316597912	-0.2544403478437964	-0.6	11.659910787615281	gmtcustom
PUJANA_BRCA2_PCC_NETWORK	8.354706587751806e-8	5.046830547304747e-6	5860	4104.55	2830.5	4.177353459653582e-9	33	0.7492448263329121	-0.10124921404000715	-0.2	10.984701372643194	gmtcustom
MODULE_125	8.753425200917789e-8	5.2612462170116365e-6	330	4838.55	6205	4.376712782437244e-9	58	0.6891354591335157	0.17389407219871053	0.2	9.857301889573405	gmtcustom
GO_NUCLEAR_LOCALIZATION_SEQUENCE_BINDING	9.797717757600824e-8	5.859620157418881e-6	9390	4102.3	2466.5	4.898859106789189e-9	1	0.8591475821661284	0.6265358884584113	0.6	13.599686950336105	gmtcustom
GO_MEMBRANE_PROTEIN_COMPLEX	1.0036904159088536e-7	5.972951727544718e-6	30	3357.55	2255	5.018452318800471e-9	14	0.7015124576865299	-0.09201011337237694	-0.2	12.716157469597247	gmtcustom
POOLA_INVASIVE_BREAST_CANCER_UP	1.0614128318060821e-7	6.285341700069415e-6	1630	1827.95	1421	5.307064426597275e-9	56	0.9769536120439344	0.49204810991900716	0.6	24.046608480613724	gmtcustom
GO_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX	1.0781388289597733e-7	6.3530915994732525e-6	500	4663	4725	5.39069442086492e-9	69	0.3800504608189222	0.15848367299466284	0.2	6.847418745042922	gmtcustom
GO_ORGANELLAR_LARGE_RIBOSOMAL_SUBUNIT	1.0854871357604543e-7	6.365190662915328e-6	935	6606.8	6207.5	5.42743595864435e-9	48	0.43198713391655547	0.18371646498114316	0.2	4.9982886808096065	gmtcustom
MORI_IMMATURE_B_LYMPHOCYTE_DN	1.1546333859940037e-7	6.7377902587543296e-6	1760	3715.75	4604	5.773167246599876e-9	90	0.981842976610032	0.16781447428254131	0.2	16.853338969701376	gmtcustom
HENDRICKS_SMARCA4_TARGETS_DN	1.188899271671022e-7	6.904230987805486e-6	265	5917.1	6313.5	5.944496694056998e-9	3	0.6448772864736088	-0.23624994692385923	-0.6	14.491450029415113	gmtcustom
MODULE_53	1.1961546235839019e-7	6.912968620241387e-6	1815	2571.1	2335	5.9807734577311945e-9	63	0.8838883853890649	-0.2547929742715138	-0.2	20.206951701223325	gmtcustom
KAUFFMANN_MELANOMA_RELAPSE_UP	1.2343581172694654e-7	7.099626281194375e-6	155	4864.95	3914	6.1717909482118425e-9	17	0.6026661260953595	-0.0656002883351329	-0.2	11.844071743662177	gmtcustom
GO_INTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE	1.3467310931195027e-7	7.709073557328353e-6	35	3409.95	2632	6.733655896347641e-9	31	0.7112689938860772	-0.10300064213402378	-0.2	11.954098288458338	gmtcustom
SCHUHMACHER_MYC_TARGETS_UP	1.4076206506257826e-7	8.019434995816366e-6	50	3499.3	2822.5	7.038103723710487e-9	4	0.6703835072336006	0.12384218513926273	0.2	11.455265680600231	gmtcustom
GNF2_H2AFX	1.4934462557591663e-7	8.468262943623083e-6	4460	3933.5	5758.5	7.467231808511549e-9	81	0.993687207113963	-0.07934824685558306	-0.2	13.056481762845138	gmtcustom
KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_UP	1.557678179762103e-7	8.72114538802721e-6	8620	4374.55	5150	7.788391475071394e-9	52	0.8508845864294808	0.10956309645833202	0.2	18.8908318817043	gmtcustom
SCHMIDT_POR_TARGETS_IN_LIMB_BUD_UP	1.5598088831427084e-7	8.72114538802721e-6	7935	3031.35	2370.5	7.799044993551992e-9	4	0.8368858653912452	-0.13452033498547095	-0.2	10.110349779180709	gmtcustom
WINNEPENNINCKX_MELANOMA_METASTASIS_UP	1.5536557352647301e-7	8.72114538802721e-6	5240	4613.1	5203.5	7.76827924961215e-9	94	0.7909773348605509	0.26147441754637457	0.2	10.0798379147683	gmtcustom
GO_RIBOSOMAL_SUBUNIT	1.6222034817588125e-7	9.028012988066057e-6	730	5628.3	6257	8.111018033785861e-9	50	0.49578173424252636	0.49473452517804656	1	6.608840607165908	gmtcustom
REACTOME_CELL_CYCLE	1.8752312327934138e-7	1.0388089700188769e-5	110	5086.95	7631	9.376156999134056e-9	42	0.7315780918830733	-0.0734906644026353	-0.2	8.315555461281939	gmtcustom
RUIZ_TNC_TARGETS_DN	1.8955294325606273e-7	1.0452366655418027e-5	5155	4559.55	4814.5	9.477648016148315e-9	70	0.8839361748404414	0.06157059070506574	0.2	10.47470444115995	gmtcustom
GSE24574_BCL6_LOW_TFH_VS_TCONV_CD4_TCELL_DN	2.0296280850988343e-7	1.1140711968480862e-5	2490	2342	1591	1.0148141403849487e-8	116	0.8539956611898067	0.8781699867835646	1	13.484735625321031	gmtcustom
NGUYEN_NOTCH1_TARGETS_UP	2.0397153884173072e-7	1.1145190310983841e-5	370	6504.1	7585	1.0198577930190926e-8	5	0.5844174592852741	-0.0770014687292077	-0.2	10.28383974508529	gmtcustom
GO_OVULATION_CYCLE_PROCESS	2.0934226798536599e-7	1.1294551249215177e-5	585	5090.4	4455	1.0467114440092828e-8	6	0.7924157782286088	0.27908269265751434	0.2	22.89684033794353	gmtcustom
RHEIN_ALL_GLUCOCORTICOID_THERAPY_DN	2.0952374416229799e-7	1.1294551249215177e-5	1610	5131.95	5253.5	1.0476188250744774e-8	46	0.7372140807707241	-0.37938311393336616	-0.6	15.047207156633002	gmtcustom
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13	2.0799919017149946e-7	1.1294551249215177e-5	9925	4064.1	2658	1.0399960536087124e-8	53	0.7236766511603411	-0.02033951786902004	-0.2	8.779032170531956	gmtcustom
GO_APICAL_JUNCTION_ASSEMBLY	2.178944040065737e-7	1.169334210072778e-5	1255	3527.4	2570.5	1.0894721327930648e-8	7	0.7105612395319868	0.2297575412075461	0.2	16.651781367069358	gmtcustom
ODONNELL_TARGETS_OF_MYC_AND_TFRC_DN	2.215800247960091e-7	1.1838282124768113e-5	7630	5303.45	6815	1.1079002405871171e-8	76	0.8755724778751401	0.23771342289082278	0.2	9.194579022896374	gmtcustom
GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	2.2988025936296598e-7	1.2227392025673513e-5	5945	5213.95	5114	1.1494014223215669e-8	9	0.5976157503565016	-0.1831669623414318	-0.6	9.974859562156484	gmtcustom
GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_DN	2.3745085030279904e-7	1.257443467616717e-5	1045	4191.1	1650	1.1872543854234194e-8	77	0.7997657147799276	0.4786528105065699	0.6	10.253727261352973	gmtcustom
GO_NAD_METABOLIC_PROCESS	2.4179995231687444e-7	1.2748584328075208e-5	4385	2701.35	2275	1.2089999004440321e-8	55	0.983767709719184	-0.3946918672692771	-0.2	14.613879311499801	gmtcustom
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	2.454473565548384e-7	1.2884378485352455e-5	115	5060	4852	1.2272369258546741e-8	73	0.5548929953875655	0.27323284085917593	0.6	7.862849980940548	gmtcustom
GO_OVULATION_CYCLE	2.5443539025103574e-7	1.3240553360206497e-5	665	4814.2	5588.5	1.2721771050064506e-8	8	0.7308091979124026	0.28373760518782565	0.2	21.67760983946168	gmtcustom
GO_MONOVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2.543536363436548e-7	1.3240553360206497e-5	1565	5790.05	4585	1.2717683353707575e-8	51	0.6758995748263944	-0.03164316979907152	-0.2	6.786808858583845	gmtcustom
ZWANG_EGF_PERSISTENTLY_UP	2.5972616431493036e-7	1.3457621643231801e-5	880	4465.35	4066.5	1.2986309817866725e-8	11	0.5839455490268013	0.11827327564468344	0.2	11.03526089292257	gmtcustom
CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_UP	2.61390730705023e-7	1.3475525244350084e-5	5710	4713	5090	1.306953815797289e-8	108	0.905044614629844	0.6157261800255601	0.6	11.789511364486813	gmtcustom
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN	2.6231369330154894e-7	1.3475525244350084e-5	4805	5015.75	7601	1.3115686299278992e-8	116	1.2730287319952067	-0.40273522464125605	-0.2	12.74332445554691	gmtcustom
